Nothing But Trouble,"$8,479,793"
Black Robe,"$8,211,952"
If Looks Could Kill,"$7,788,597"
Strictly Business,"$7,683,267"
Harley Davidson and the Marlboro Man,"$7,434,726"
Wild Hearts Can't Be Broken,"$7,294,835"
Rush,"$7,241,350"
Suburban Commando,"$6,948,859"
Defenseless,"$6,413,375"
My Own Private Idaho,"$6,401,336"
Rambling Rose,"$6,266,621"
Mystery Date,"$6,166,819"
Barton Fink,"$6,153,939"
Europa Europa,"$5,575,738"
Delirious,"$5,546,827"
Livin' Large!,"$5,467,959"
Eve of Destruction,"$5,451,119"
The Object of Beauty,"$5,136,759"
Nikita,"$5,017,971"
True Identity,"$4,693,236"
The Hitman,"$4,654,288"
Dutch,"$4,603,929"
Run,"$4,409,328"
Hear My Song,"$4,313,473"
Popcorn,"$4,205,000"
Life Stinks,"$4,102,526"
Impromptu,"$4,076,211"
Paris Is Burning,"$3,779,620"
Mannequin: On the Move,"$3,752,428"
My Heroes Have Always Been Cowboys,"$3,603,615"
Shout,"$3,547,684"
Homicide,"$2,971,661"
Another You,"$2,865,916"
The Man in the Moon,"$2,853,801"
Return to the Blue Lagoon,"$2,807,854"
Straight Out of Brooklyn,"$2,712,293"
Naked Lunch,"$2,641,357"
Showdown in Little Tokyo,"$2,275,557"
29th Street,"$2,120,564"
Cadence,"$2,070,871"
The Double Life of Véronique,"$1,999,955"
Ju Dou,"$1,986,433"
Madame Bovary,"$1,942,423"
Spartacus1991 Re-release,"$1,830,650"
Prospero's Books,"$1,750,301"
Everybody's Fine,"$1,745,470"
My Father's Glory,"$1,730,856"
High Heels,"$1,710,057"
Citizen Kane1991 Re-release,"$1,585,634"
Truly Madly Deeply,"$1,554,742"
Life Is Sweet,"$1,516,414"
Company Business,"$1,501,785"
My Mother's Castle,"$1,477,071"
Mister Johnson,"$1,464,242"
Book of Love,"$1,382,259"
At Play in the Fields of the Lord,"$1,345,903"
City of Hope,"$1,345,015"
Hearts of Darkness: A Filmmaker's Apocalypse,"$1,318,449"
The Rapture,"$1,277,404"
Kickboxer 2: The Road Back,"$1,250,712"
The Comfort of Strangers,"$1,244,381"
Slacker,"$1,228,108"
Cool as Ice,"$1,193,062"
Year of the Gun,"$1,182,273"
The Unborn,"$1,159,578"
Daddy Nostalgia,"$1,108,429"
Kafka,"$1,059,071"
An Angel at My Table,"$1,054,638"
Whore,"$1,008,404"
Screenplay: Antonia and Jane,"$1,002,078"
Meeting Venus,"$1,000,348"
Talkin' Dirty After Dark,"$978,775"
The Taking of Beverly Hills,"$939,277"
Beastmaster 2: Through the Portal of Time,"$869,325"
The 23rd Tournee of AnimationFilm Festival,"$862,309"
The Miracle,"$835,519"
Until the End of the World,"$829,625"
Poison,"$787,280"
Mindwalk,"$774,048"
The Story of Boys & Girls,"$741,221"
Rosencrantz & Guildenstern Are Dead,"$739,104"
The British Invasion Returns,"$729,102"
Thousand Pieces of Gold,"$717,772"
Dice Rules,"$637,327"
Queens Logic,"$612,781"
Auntie Danielle,"$604,624"
The Pope Must Diet,"$582,510"
The Search for Signs of Intelligent Life in the Universe,"$579,854"
Rich Girl,"$561,000"
Hangin' with the Homeboys,"$532,933"
"Sex, Drugs, Rock & Roll","$530,392"
Rhapsody in August,"$516,431"
Meet the Applegates,"$485,772"
McBain,"$456,127"
Drowning by Numbers,"$424,773"
True Colors,"$418,807"
Aladdin,"$217,350,219"
Home Alone 2: Lost in New York,"$173,585,516"
Batman Returns,"$162,831,698"
Lethal Weapon 3,"$144,731,527"
A Few Good Men,"$141,340,178"
Sister Act,"$139,605,150"
The Bodyguard,"$121,945,720"
Wayne's World,"$121,697,323"
Basic Instinct,"$117,727,224"
A League of Their Own,"$107,533,928"
Unforgiven,"$101,157,447"
The Hand That Rocks the Cradle,"$88,036,683"
Under Siege,"$83,563,139"
Patriot Games,"$83,351,587"
Bram Stoker's Dracula,"$82,522,790"
White Men Can't Jump,"$76,253,806"
The Last of the Mohicans,"$75,505,856"
Boomerang,"$70,052,444"
Scent of a Woman,"$63,095,253"
The Crying Game,"$62,548,947"
Far and Away,"$58,883,840"
"Honey, I Blew Up the Kid","$58,662,452"
HouseSitter,"$58,500,635"
Death Becomes Her,"$58,422,650"
Unlawful Entry,"$57,138,719"
Beethoven,"$57,114,049"
Forever Young,"$55,956,187"
Alien³,"$55,473,545"
My Cousin Vinny,"$52,929,168"
Sneakers,"$51,432,691"
The Mighty Ducks,"$50,752,337"
Malcolm X,"$48,169,910"
Single White Female,"$48,017,402"
The Distinguished Gentleman,"$46,666,502"
Medicine Man,"$45,500,797"
Passenger 57,"$44,065,653"
A River Runs Through It,"$43,440,294"
Encino Man,"$40,693,477"
Mo' Money,"$40,227,006"
Universal Soldier,"$36,299,898"
Honeymoon in Vegas,"$35,208,854"
The Lawnmower Man,"$32,100,816"
Sleepwalkers,"$30,524,763"
3 Ninjas,"$29,000,301"
Final Analysis,"$28,590,665"
Stop! Or My Mom Will Shoot,"$28,411,210"
The Muppet Christmas Carol,"$27,281,507"
Howards End,"$25,966,555"
Candyman,"$25,792,310"
The Cutting Edge,"$25,105,517"
FernGully: The Last Rainforest,"$24,650,296"
Hoffa,"$24,276,506"
Leap of Faith,"$23,369,283"
Toys,"$23,278,931"
Thunderheart,"$22,660,758"
Captain Ron,"$22,518,097"
The Player,"$21,706,101"
Shining Through,"$21,633,781"
Consenting Adults,"$21,591,728"
Raising Cain,"$21,370,057"
Straight Talk,"$21,202,099"
Kuffs,"$21,142,815"
Mr. Baseball,"$20,883,046"
Juice,"$20,146,880"
Prelude to a Kiss,"$20,006,730"
Hero,"$19,507,345"
Pinocchio1992 Re-release,"$18,863,559"
Singles,"$18,471,850"
Used People,"$17,957,265"
The Babe,"$17,530,973"
Freejack,"$17,129,026"
Pet Sematary II,"$17,092,453"
Deep Cover,"$16,639,799"
Buffy the Vampire Slayer,"$16,624,456"
Pure Country,"$15,164,458"
Ladybugs,"$14,796,494"
School Ties,"$14,715,067"
City of Joy,"$14,683,921"
Memoirs of an Invisible Man,"$14,358,033"
Rapid Fire,"$14,356,479"
Cool World,"$14,110,589"
Mr. Saturday Night,"$13,351,357"
The Great Mouse Detective1992 Re-release,"$13,288,756"
Class Act,"$13,272,113"
Trespass,"$13,249,535"
Enchanted April,"$13,200,170"
American Me,"$13,086,430"
Hellraiser III: Hell on Earth,"$12,534,961"
A Stranger Among Us,"$12,282,994"
Rock-A-Doodle,"$11,657,385"
Jennifer 8,"$11,390,479"
Whispers in the Dark,"$11,124,511"
Stay Tuned,"$10,736,401"
Glengarry Glen Ross,"$10,725,228"
Husbands and Wives,"$10,555,619"
Chaplin,"$9,493,259"
Gladiator,"$9,223,441"
White Sands,"$9,011,574"
Once Upon a Crime...,"$8,669,847"
Bebe's Kids,"$8,442,162"
Dr. Giggles,"$8,403,433"
Christopher Columbus: The Discovery,"$8,251,071"
Damage,"$7,532,911"
Mississippi Masala,"$7,308,786"
Sarafina!,"$7,306,242"
1492: Conquest of Paradise,"$7,191,399"
The Mambo Kings,"$6,742,168"
Article 99,"$6,375,979"
Night and the City,"$6,202,756"
Folks!,"$6,132,924"
Indochine,"$5,603,158"
Wind,"$5,519,569"
Of Mice and Men,"$5,471,088"
Split Second,"$5,430,822"
Innocent Blood,"$4,943,279"
The Playboys,"$4,906,900"
The Lover,"$4,899,194"
Diggstown,"$4,836,637"
Passion Fish,"$4,814,619"
Radio Flyer,"$4,651,977"
Mediterraneo,"$4,532,791"
Bob Roberts,"$4,479,470"
Twin Peaks: Fire Walk with Me,"$4,160,851"
Man Trouble,"$4,096,030"
Peter's Friends,"$4,058,564"
Passed Away,"$4,030,793"
Blade RunnerThe Final Cut,"$3,740,330"
The Gun in Betty Lou's Handbag,"$3,721,911"
Traces of Red,"$3,206,714"
K2,"$3,106,559"
Blame It on the Bellboy,"$3,104,545"
Tous les matins du monde,"$3,089,497"
The Public Eye,"$3,067,917"
CrissCross,"$3,052,738"
This Is My Life,"$2,922,094"
Reservoir Dogs,"$2,832,029"
The Power of One,"$2,827,107"
Newsies,"$2,819,485"
Year of the Comet,"$2,791,515"
Shadows and Fog,"$2,735,731"
Raise the Red Lantern,"$2,603,061"
Aces: Iron Eagle III,"$2,517,600"
Flirting,"$2,415,396"
Love Crimes,"$2,287,928"
Noises Off...,"$2,280,148"
A Brief History of Time,"$2,279,692"
Mom and Dad Save the World,"$2,034,470"
Gate 2: The Trespassers,"$2,032,973"
Night on Earth,"$2,015,810"
Bad Lieutenant,"$2,000,022"
Poison Ivy,"$1,829,804"
Delicatessen,"$1,794,187"
The Waterdance,"$1,723,319"
Casablanca1992 Re-release,"$1,719,913"
Out on a Limb,"$1,659,542"
Daughters of the Dust,"$1,642,436"
Zebrahead,"$1,557,771"
One False Move,"$1,543,112"
A Midnight Clear,"$1,526,697"
Leaving Normal,"$1,514,114"
Where Angels Fear to Tread,"$1,403,033"
South Central,"$1,373,196"
Little Nemo: Adventures in Slumberland,"$1,368,000"
Gas Food Lodging,"$1,342,613"
Brother's Keeper,"$1,305,915"
Spike & Mike's Festival of Animation Volume 1,"$1,268,529"
The Best Intentions,"$1,253,106"
Toto the Hero,"$1,228,153"
The Hairdresser's Husband,"$1,217,084"
Freddie as F.R.O.7.,"$1,119,368"
Mistress,"$1,102,469"
Waterland,"$1,100,218"
Steeper & Deeper,"$1,076,685"
Light Sleeper,"$1,050,861"
Europa,"$1,007,001"
35 Up,"$922,872"
Ruby,"$919,286"
Brain Donors,"$918,239"
Rampage,"$796,368"
Cabeza de Vaca,"$789,127"
Turtle Beach,"$778,535"
Love Potion No. 9,"$754,935"
Edward II,"$694,438"
The Living End,"$692,585"
Johnny Stecchino,"$626,057"
Wild Orchid II: Two Shades of Blue,"$573,904"
Incident at Oglala,"$536,848"
Proof,"$524,668"
Voyager,"$516,517"
Crossing the Bridge,"$479,676"
Danzón,"$450,501"
Storyville,"$422,503"
The Adjuster,"$396,573"
Where the Day Takes You,"$390,152"
Close to Eden,"$377,832"
Monster in a Box,"$311,245"
The Panama Deception,"$309,596"
Hard Promises,"$306,319"
Becoming Colette,"$272,931"
Big Girls Don't Cry... They Get Even,"$271,327"
Jurassic Park,"$357,067,947"
Mrs. Doubtfire,"$219,195,243"
The Fugitive,"$183,875,760"
The Firm,"$158,348,367"
Sleepless in Seattle,"$126,680,884"
Indecent Proposal,"$106,614,059"
In the Line of Fire,"$102,314,823"
The Pelican Brief,"$100,768,056"
Schindler's List,"$96,065,768"
Cliffhanger,"$84,049,211"
Free Willy,"$77,698,625"
Philadelphia,"$77,446,440"
Groundhog Day,"$70,906,973"
Grumpy Old Men,"$70,172,621"
Cool Runnings,"$68,856,263"
Dave,"$63,270,710"
Rising Sun,"$63,179,523"
Demolition Man,"$58,055,768"
Sister Act 2: Back in the Habit,"$57,319,029"
Tombstone,"$56,505,065"
The Three Musketeers,"$53,898,845"
Rookie of the Year,"$53,615,089"
Beethoven's 2nd,"$53,443,066"
Dennis the Menace,"$51,270,765"
Sommersby,"$50,081,992"
Last Action Hero,"$50,016,394"
The Nightmare Before Christmas,"$50,003,043"
Addams Family Values,"$48,919,043"
Wayne's World 2,"$48,197,805"
Malice,"$46,405,336"
Made in America,"$44,942,695"
The Good Son,"$44,789,789"
The Beverly Hillbillies,"$44,029,386"
Teenage Mutant Ninja Turtles III,"$42,273,609"
Homeward Bound: The Incredible Journey,"$41,833,324"
Snow White and the Seven Dwarfs1993 Re-release,"$41,634,471"
Falling Down,"$40,903,593"
The Piano,"$40,157,856"
Hocus Pocus,"$39,514,713"
What's Love Got to Do with It,"$39,100,956"
Hot Shots! Part Deux,"$38,922,972"
Carlito's Way,"$36,948,322"
Alive,"$36,733,909"
Son in Law,"$36,448,400"
Sliver,"$36,300,000"
Robin Hood: Men in Tights,"$35,739,755"
Dragon: The Bruce Lee Story,"$35,113,743"
The Joy Luck Club,"$32,901,136"
Hard Target,"$32,589,677"
The Sandlot,"$32,434,006"
The Age of Innocence,"$32,255,440"
Cop & ½,"$31,889,691"
The Secret Garden,"$31,181,347"
A Perfect World,"$31,130,999"
Point of No Return,"$30,038,362"
Loaded Weapon 1,"$27,979,399"
Menace II Society,"$27,912,072"
My Life,"$27,804,899"
Poetic Justice,"$27,515,786"
Shadowlands,"$25,842,377"
In the Name of the Father,"$25,096,862"
The Man Without a Face,"$24,760,338"
Striking Distance,"$24,107,867"
The Adventures of Huck Finn,"$24,103,594"
Benny & Joon,"$23,261,580"
The Remains of the Day,"$23,237,911"
The Program,"$23,032,565"
Guilty as Sin,"$22,866,222"
Rudy,"$22,750,363"
Much Ado About Nothing,"$22,549,338"
Nowhere to Run,"$22,189,039"
Like Water for Chocolate,"$21,665,468"
Coneheads,"$21,274,717"
Super Mario Bros.,"$20,915,465"
Another Stakeout,"$20,208,496"
Fire in the Sky,"$19,885,552"
Sniper,"$18,994,653"
Untamed Heart,"$18,898,806"
Geronimo: An American Legend,"$18,635,620"
Posse,"$18,289,763"
CB4,"$17,953,778"
Born Yesterday,"$17,952,857"
A Bronx Tale,"$17,287,898"
Sidekicks,"$17,180,393"
Heart and Souls,"$16,589,540"
Jason Goes to Hell,"$15,935,068"
Needful Things,"$15,185,672"
Indian Summer,"$14,904,910"
The Vanishing,"$14,543,394"
The Crush,"$13,609,396"
Body of Evidence,"$13,273,595"
Man's Best Friend,"$12,974,636"
A Far Off Place,"$12,890,752"
Weekend at Bernie's II,"$12,741,891"
Judgment Night,"$12,526,677"
Life with Mikey,"$12,440,858"
Undercover Blues,"$12,324,660"
True Romance,"$12,281,551"
Strictly Ballroom,"$11,738,022"
So I Married an Axe Murderer,"$11,585,483"
Army of Darkness,"$11,502,976"
Manhattan Murder Mystery,"$11,330,911"
Who's the Man?,"$11,299,730"
For Love or Money,"$11,146,270"
Mad Dog and Glory,"$11,081,586"
Gettysburg,"$10,769,960"
RoboCop 3,"$10,696,210"
The Dark Half,"$10,611,160"
Look Who's Talking Now,"$10,340,263"
Boiling Point,"$10,058,318"
What's Eating Gilbert Grape,"$10,032,765"
Amos & Andrew,"$9,745,803"
Flesh and Bone,"$9,709,451"
Matinee,"$9,532,895"
We're Back! A Dinosaur's Story,"$9,317,021"
Lost in Yonkers,"$9,285,189"
Leprechaun,"$8,556,940"
Mr. Jones,"$8,345,845"
Aspen Extreme,"$8,041,049"
The Meteor Man,"$8,016,708"
Dazed and Confused,"$7,993,039"
Fatal Instinct,"$7,839,327"
Lorenzo's Oil,"$7,286,388"
Searching for Bobby Fischer,"$7,266,383"
Fearless,"$6,995,302"
Children of the Corn II: The Final Sacrifice,"$6,980,986"
The Wedding Banquet,"$6,933,459"
Fortress,"$6,739,141"
Best of the Best II,"$6,608,687"
Once Upon a Forest,"$6,582,052"
The Real McCoy,"$6,484,246"
The Temp,"$6,419,876"
Six Degrees of Separation,"$6,405,918"
Short Cuts,"$6,110,979"
The Cemetery Club,"$6,011,745"
Heaven & Earth,"$5,864,949"
Hear No Evil,"$5,679,569"
Swing Kids,"$5,632,086"
Batman: Mask of the Phantasm,"$5,617,391"
Three of Hearts,"$5,495,507"
Orlando,"$5,319,445"
Farewell My Concubine,"$5,216,888"
Jack the Bear,"$5,145,823"
Ghost in the Machine,"$5,086,909"
Surf Ninjas,"$4,916,135"
Into the West,"$4,790,801"
Bound by Honor,"$4,496,583"
Mr. Nanny,"$4,348,572"
This Boy's Life,"$4,104,962"
Warlock: The Armageddon,"$3,902,679"
Tom and Jerry: The Movie,"$3,560,469"
Father Hood,"$3,418,141"
My Boyfriend's Back,"$3,335,984"
Screen Two: The Snapper,"$3,323,524"
Happily Ever After,"$3,299,382"
Only the Strong,"$3,283,371"
Splitting Heirs,"$3,246,063"
Mr. Wonderful,"$3,125,424"
Airborne,"$2,850,263"
The Judas Project,"$2,850,135"
Map of the Human Heart,"$2,806,881"
Hexed,"$2,786,807"
Calendar Girl,"$2,570,550"
Son of the Pink Panther,"$2,438,031"
Kalifornia,"$2,395,231"
Rich in Love,"$2,149,866"
The Nutcracker,"$2,119,994"
Screen Two: The Clothes in the Wardrobe,"$2,106,846"
Married to It,"$2,059,832"
El Mariachi,"$2,040,920"
Nemesis,"$2,001,124"
The Story of Qiu Ju,"$1,890,247"
The Night We Never Met,"$1,884,814"
Boxing Helena,"$1,796,389"
Naked,"$1,769,305"
Carnosaur,"$1,753,979"
A Home of Our Own,"$1,677,807"
Josh and S.A.M.,"$1,640,220"
Black Diamond Rush,"$1,634,386"
Wide Sargasso Sea,"$1,614,784"
A Heart in Winter,"$1,605,437"
M. Butterfly,"$1,498,795"
A Dangerous Woman,"$1,497,222"
Ernest Rides Again,"$1,450,029"
Shadow of the Wolf,"$1,434,174"
Three Colors: Blue,"$1,324,974"
Thirty Two Short Films About Glenn Gould,"$1,319,521"
Baraka,"$1,254,237"
King of the Hill,"$1,214,231"
"Olivier, Olivier","$1,154,476"
Excessive Force,"$1,152,117"
Money for Nothing,"$1,039,824"
The Thing Called Love,"$1,029,721"
Love Field,"$1,014,726"
"We Love It!/The Man Who Yelled/The Stain/Billy Nayer/Little Wolf/The Square of Light/Prehistoric Beast/I Think I Was an Alcoholic/The Sandman/Words, Words, Words/Gahan Wilson's Diner","$1,012,881"
Ruby in Paradise,"$1,001,437"
The Stolen Children,"$931,280"
Knight Moves,"$923,418"
The War Room,"$901,668"
Street Knight,"$841,015"
Forrest Gump,"$329,694,499"
The Lion King,"$312,855,561"
True Lies,"$146,282,411"
The Santa Clause,"$144,833,357"
The Flintstones,"$130,531,208"
Dumb and Dumber,"$127,175,374"
Clear and Present Danger,"$122,187,717"
Speed,"$121,248,145"
The Mask,"$119,938,730"
Pulp Fiction,"$107,928,762"
Interview with the Vampire: The Vampire Chronicles,"$105,264,608"
Maverick,"$101,631,272"
The Client,"$92,115,211"
Disclosure,"$83,015,089"
Star Trek: Generations,"$75,671,125"
Ace Ventura: Pet Detective,"$72,217,396"
Stargate,"$71,567,262"
Legends of the Fall,"$66,638,883"
Wolf,"$65,002,597"
The Specialist,"$57,362,582"
Four Weddings and a Funeral,"$52,700,832"
The Little Rascals,"$52,125,282"
Naked Gun 33 1/3: The Final Insult,"$51,132,598"
The Crow,"$50,693,129"
Natural Born Killers,"$50,282,766"
Angels in the Outfield,"$50,236,831"
Little Women,"$50,083,616"
When a Man Loves a Woman,"$50,021,959"
The River Wild,"$46,816,343"
D2: The Mighty Ducks,"$45,610,410"
Timecop,"$44,853,581"
City Slickers II: The Legend of Curly's Gold,"$43,622,150"
The Jungle Book,"$43,229,904"
Beverly Hills Cop III,"$42,614,912"
Nobody's Fool,"$39,491,975"
The Paper,"$38,824,341"
On Deadly Ground,"$38,590,458"
Richie Rich,"$38,087,756"
It Could Happen to You,"$37,939,757"
Junior,"$36,763,355"
Nell,"$33,683,817"
Street Fighter,"$33,423,521"
The Shadow,"$32,063,435"
I Love Trouble,"$30,806,194"
Major League II,"$30,626,182"
Blank Check,"$30,577,969"
Blown Away,"$30,156,002"
A Low Down Dirty Shame,"$29,392,418"
In the Army Now,"$28,881,266"
Drop Zone,"$28,735,315"
The Shawshank Redemption,"$28,341,469"
Guarding Tess,"$27,058,304"
I.Q.,"$26,381,221"
My Father the Hero,"$25,479,558"
Wyatt Earp,"$25,052,000"
Quiz Show,"$24,822,619"
Renaissance Man,"$24,332,324"
Blue Chips,"$23,070,663"
Frankenstein,"$22,006,296"
Intersection,"$21,355,893"
The Air Up There,"$21,011,318"
Iron Will,"$21,006,361"
Reality Bites,"$20,982,557"
Jason's Lyric,"$20,851,521"
Speechless,"$20,667,959"
The Cowboy Way,"$20,280,016"
"Corrina, Corrina","$20,164,171"
Only You,"$20,059,210"
With Honors,"$20,016,254"
Color of Night,"$19,726,050"
8 Seconds,"$19,623,396"
Léon: The Professional,"$19,501,238"
Little Giants,"$19,306,362"
House Party 3,"$19,281,235"
Getting Even with Dad,"$18,869,594"
Love Affair,"$18,272,894"
Sugar Hill,"$18,225,518"
Milk Money,"$18,137,661"
New Nightmare,"$18,090,181"
My Girl 2,"$17,359,799"
Miracle on 34th Street,"$17,320,136"
The War,"$16,928,556"
Baby's Day Out,"$16,827,402"
Lightning Jack,"$16,821,273"
Andre,"$16,820,893"
Blink,"$16,696,219"
Terminal Velocity,"$16,487,349"
Monkey Trouble,"$16,453,258"
Above the Rim,"$16,192,320"
The Getaway,"$16,094,974"
No Escape,"$15,339,030"
Bad Girls,"$15,240,435"
The Madness of King George,"$15,238,689"
Threesome,"$14,815,317"
The Pagemaster,"$13,670,688"
Crooklyn,"$13,642,861"
Bullets Over Broadway,"$13,383,747"
Greedy,"$13,137,484"
Little Big League,"$12,267,790"
3 Ninjas Kick Back,"$11,798,854"
The Ref,"$11,439,193"
Cops and Robbersons,"$11,391,093"
Thumbelina,"$11,373,501"
Ready to Wear,"$11,300,653"
"The Adventures of Priscilla, Queen of the Desert","$11,220,670"
Camp Nowhere,"$10,475,705"
I'll Do Anything,"$10,424,645"
Martin Lawrence: You So Crazy,"$10,184,701"
Lassie,"$9,979,683"
Immortal Beloved,"$9,914,409"
The Swan Princess,"$9,771,658"
Angie,"$9,398,308"
The Next Karate Kid,"$8,914,777"
The Inkwell,"$8,880,705"
White Fang 2: Myth of the White Wolf,"$8,878,839"
The Puppet Masters,"$8,647,042"
Fresh,"$8,094,616"
Blankman,"$7,941,977"
The Chase,"$7,924,955"
Hoop Dreams,"$7,830,611"
Serial Mom,"$7,820,688"
Sirens,"$7,770,731"
Surviving the Game,"$7,727,256"
Clifford,"$7,408,745"
Clean Slate,"$7,355,425"
Eat Drink Man Woman,"$7,294,403"
Barcelona,"$7,266,973"
North,"$7,182,747"
Trial by Jury,"$6,971,777"
Exit to Eden,"$6,841,570"
Mixed Nuts,"$6,821,850"
The Road to Wellville,"$6,562,513"
The House of the Spirits,"$6,265,311"
Widows' Peak,"$6,243,722"
Trapped in Paradise,"$6,017,509"
Ed Wood,"$5,887,457"
The Last Seduction,"$5,842,603"
Airheads,"$5,751,882"
Belle Epoque,"$5,418,216"
Little Buddha,"$4,858,139"
Black Beauty,"$4,630,377"
Wagons East,"$4,412,297"
Brainscan,"$4,352,094"
PCU,"$4,330,020"
Jimmy Hollywood,"$3,783,003"
Cabin Boy,"$3,662,459"
Three Colors: Red,"$3,581,969"
A Simple Twist of Fate,"$3,430,583"
Gunmen,"$3,411,885"
Blue Sky,"$3,359,465"
Squanto: A Warrior's Tale,"$3,342,223"
Romeo Is Bleeding,"$3,275,585"
Mi vida loca,"$3,267,313"
Silent Fall,"$3,180,674"
Clerks,"$3,151,130"
The Favor,"$3,134,381"
Death and the Maiden,"$3,103,716"
Princess Caraboo,"$3,062,530"
Heavenly Creatures,"$3,049,135"
China Moon,"$3,038,499"
The Hudsucker Proxy,"$2,816,518"
The Scout,"$2,694,234"
Red Rock West,"$2,502,551"
Backbeat,"$2,392,589"
Double Dragon,"$2,341,309"
To Live,"$2,332,728"
A Good Man in Africa,"$2,308,390"
Leprechaun 2,"$2,260,622"
The Endless Summer 2,"$2,155,385"
Mrs. Parker and the Vicious Circle,"$2,144,667"
The Princess and the Goblin,"$2,105,078"
Kika,"$2,019,581"
Vertical Reality,"$1,951,429"
Bitter Moon,"$1,862,805"
I Like It Like That,"$1,760,527"
Vanya on 42nd Street,"$1,746,050"
Even Cowgirls Get the Blues,"$1,708,873"
Death Wish: The Face of Death,"$1,702,394"
The Scent of Green Papaya,"$1,700,992"
Safe Passage,"$1,618,282"
Chasers,"$1,596,687"
Being Human,"$1,519,366"
Spanking the Monkey,"$1,359,736"
Radioland Murders,"$1,316,865"
Queen Margot,"$1,292,232"
"Car 54, Where Are You?","$1,238,080"
Three Colors: White,"$1,237,219"
A Million to Juan,"$1,220,842"
"Ciao, Professore!","$1,113,435"
Naked in New York,"$1,038,959"
Cobb,"$1,007,583"
A Man of No Importance,"$920,916"
Mother's Boys,"$737,548"
Drop Squad,"$734,693"
Holy Matrimony,"$713,234"
Savage Nights,"$662,341"
Cronos,"$621,392"
The Advocate,"$602,329"
Where the Rivers Flow North,"$595,505"
Tom & Viv,"$538,534"
Toy Story,"$191,796,233"
Batman Forever,"$184,031,112"
Apollo 13,"$172,071,312"
Pocahontas,"$141,579,773"
Ace Ventura: When Nature Calls,"$108,385,533"
GoldenEye,"$106,429,941"
Jumanji,"$100,475,249"
Casper,"$100,328,194"
Se7en,"$100,125,643"
Die Hard with a Vengeance,"$100,012,499"
Crimson Tide,"$91,387,195"
Waterworld,"$88,246,220"
Dangerous Minds,"$84,919,401"
Mr. Holland's Opus,"$82,569,971"
While You Were Sleeping,"$81,057,016"
Congo,"$81,022,101"
Father of the Bride Part II,"$76,594,107"
Braveheart,"$75,609,945"
Get Shorty,"$72,101,622"
Grumpier Old Men,"$71,518,503"
The Bridges of Madison County,"$71,516,617"
Mortal Kombat,"$70,454,098"
Nine Months,"$69,684,532"
Outbreak,"$67,659,560"
Heat,"$67,436,818"
Waiting to Exhale,"$67,052,156"
Bad Boys,"$65,807,024"
Babe,"$63,658,910"
The American President,"$60,079,496"
Species,"$60,074,103"
12 Monkeys,"$57,141,459"
Clueless,"$56,631,572"
Sabrina,"$53,672,080"
Something to Talk About,"$50,865,589"
The Net,"$50,727,965"
Under Siege 2: Dark Territory,"$50,024,083"
A Walk in the Clouds,"$50,008,143"
The Brady Bunch Movie,"$46,576,136"
Sense and Sensibility,"$43,182,776"
Casino,"$42,512,375"
Man of the House,"$40,070,995"
Dead Man Walking,"$39,363,635"
French Kiss,"$38,896,854"
Higher Learning,"$38,290,723"
Mighty Morphin Power Rangers,"$38,187,431"
First Knight,"$37,600,435"
Just Cause,"$36,853,222"
"To Wong Foo, Thanks for Everything! Julie Newmar","$36,474,193"
The Indian in the Cupboard,"$35,656,131"
Money Train,"$35,431,113"
A Goofy Movie,"$35,348,597"
Judge Dredd,"$34,693,481"
Forget Paris,"$33,177,694"
Tommy Boy,"$32,679,899"
Copycat,"$32,051,917"
Leaving Las Vegas,"$32,029,928"
Rob Roy,"$31,596,911"
Powder,"$30,862,156"
Assassins,"$30,303,072"
Free Willy 2: The Adventure Home,"$30,077,111"
Major Payne,"$29,412,050"
Friday,"$27,467,564"
Now and Then,"$27,112,329"
Houseguest,"$26,325,256"
Billy Madison,"$25,588,734"
Desperado,"$25,405,445"
Operation Dumbo Drop,"$24,670,346"
Dolores Claiborne,"$24,361,867"
Dead Presidents,"$24,147,179"
Virtuosity,"$24,047,675"
Tom and Huck,"$23,920,048"
How to Make an American Quilt,"$23,600,020"
Boys on the Side,"$23,440,188"
Circle of Friends,"$23,389,975"
The Usual Suspects,"$23,341,568"
Don Juan DeMarco,"$22,150,451"
The Postman,"$21,848,932"
To Die For,"$21,284,514"
Tales from the Crypt: Demon Knight,"$21,089,146"
Showgirls,"$20,350,754"
Sudden Death,"$20,350,171"
Vampire in Brooklyn,"$19,751,736"
It Takes Two,"$19,474,589"
Johnny Mnemonic,"$19,075,720"
The Quick and the Dead,"$18,636,537"
The Big Green,"$17,736,619"
Heavyweights,"$17,689,177"
Home for the Holidays,"$17,519,169"
Murder in the First,"$17,381,942"
Jury Duty,"$17,014,653"
Devil in a Blue Dress,"$16,140,822"
The Prophecy,"$16,115,878"
Across the Sea of Time,"$16,015,639"
Mad Love,"$15,453,274"
Muriel's Wedding,"$15,119,639"
Halloween: The Curse of Michael Myers,"$15,116,634"
Wings of Courage,"$15,054,636"
Kiss of Death,"$14,942,422"
Candyman: Farewell to the Flesh,"$13,940,383"
Nixon,"$13,681,765"
A Kid in King Arthur's Court,"$13,406,717"
Lord of Illusions,"$13,294,422"
Clockers,"$13,071,518"
Highlander: The Final Dimension,"$12,303,080"
Hideaway,"$12,201,255"
Roommates,"$12,096,881"
Bye Bye Love,"$12,096,673"
Tales from the Hood,"$11,837,928"
