Wikipedia movie ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Movie_languages_clean,Movie_countries_clean,Movie_genres_clean,Movie_release_year,Movie_release_date_datetime,movie_title,movie_revenue,budget,id,release_date,language_count
883489,03ljzq,Mona Lisa Smile,2003-12-19,141337989.0,117.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/04xvlr"": ""Period piece""}","['Italian Language', 'English Language']",['United States of America'],"['Drama', 'Romance Film', 'Feminist Film', 'Coming of age', 'Period piece']",2003,2003-12-19,Mona Lisa Smile,63860942.0,65000000.0,11820,2003-12-19,2
3702581,09w7d0,Holy Man,1998-10-09,12069719.0,114.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3nby"": ""Media Satire"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy""}","['German Language', 'English Language', 'Spanish Language']",['United States of America'],"['Parody', 'Media Satire', 'Screwball comedy', 'Comedy']",1998,1998-10-09,Holy Man,12069719.0,60000000.0,9713,1998-10-08,3
1211241,04hmvx,Super Troopers,2001-01-19,18492362.0,100.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/01hwc6"": ""Absurdism"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}","['German Language', 'English Language']",['United States of America'],"['Crime Fiction', 'Mystery', 'Absurdism', 'Comedy', 'Slapstick']",2001,2001-01-19,Super Troopers,18492362.0,3000000.0,39939,2001-01-18,2
708479,034m7p,Blue Streak,1999-09-17,117758500.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Action/Adventure', 'Action', 'Comedy']",1999,1999-09-17,Blue Streak,68518533.0,65000000.0,11001,1999-09-17,1
23778776,06zjsc_,The Adjustment Bureau,2011-02-26,62495645.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/03rzvv"": ""Romantic fantasy""}",['English Language'],['United States of America'],"['Thriller', 'Romance Film', 'Drama', 'Science Fiction', 'Romantic fantasy']",2011,2011-02-26,The Adjustment Bureau,62495645.0,50200000.0,38050,2011-03-03,1
31510744,0hgky8t,The Lucky One,2012-04-19,91557138.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",['English Language'],['United States of America'],"['Romance Film', 'Drama']",2012,2012-04-19,The Lucky One,60457138.0,25000000.0,77877,2012-04-19,1
3701905,09w6br,The Polar Express,2004-10-21,306431864.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01zhp"": ""Computer Animation"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/0hcr"": ""Animation""}",['English Language'],['United States of America'],"['Computer Animation', 'Family Film', 'Fantasy', 'Christmas movie', 'Animation']",2004,2004-10-21,The Polar Express,162775358.0,165000000.0,5255,2004-11-10,1
16794053,0406c9s,Quarantine,2008-10-10,41319906.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02n4kr"": ""Mystery"", ""/m/01drsx"": ""Disaster""}",['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Zombie Film', 'Mystery', 'Disaster']",2008,2008-10-10,Quarantine,31691811.0,12000000.0,13812,2008-10-10,1
6012106,0fkjkr,Joe Somebody,2001-12-21,24516772.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3nyp"": ""Workplace Comedy""}",['English Language'],['United States of America'],"['Romantic comedy', 'Drama', 'Comedy-drama', 'Comedy', 'Workplace Comedy']",2001,2001-12-21,Joe Somebody,22771646.0,38000000.0,12312,2001-12-21,1
89631,0mbql,The Goonies,1985-06-07,61389680.0,114.0,"{""/m/012w70"": ""Cantonese"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/05p553"": ""Comedy film"", ""/m/0bj8m2"": ""Children's"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/02b5_l"": ""Teen""}","['Cantonese', 'Italian Language', 'English Language', 'Spanish Language']",['United States of America'],"['Adventure', 'Comedy film', ""Children's"", 'Adventure Comedy', 'Family-Oriented Adventure', 'Family Film', 'Teen']",1985,1985-06-07,The Goonies,61389680.0,19000000.0,9340,1985-06-06,4
159171,014_x2,City of Angels,1998-04-10,198685114.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0jdm8"": ""Remake"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03rzvv"": ""Romantic fantasy""}",['English Language'],"['United States of America', 'Germany']","['Thriller', 'Remake', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film', 'Romantic fantasy']",1998,1998-04-10,City of Angels,78685114.0,55000000.0,795,1998-04-10,1
4221457,0bqrg5,The Ice Pirates,1984-03-16,14255801.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/0hfjk"": ""Western"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Parody', 'Science Fiction', 'Western', 'Adventure', 'Comedy']",1984,1984-03-16,The Ice Pirates,14255801.0,9000000.0,10179,1984-03-16,1
2510385,07jxpf,Jarhead,2005-11-04,96889998.0,125.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0kpq_x"": ""Gulf War"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/082gq"": ""War film""}","['Arabic Language', 'Latin Language', 'English Language', 'Spanish Language']","['United States of America', 'Germany']","['Gulf War', 'Biography', 'Drama', 'Film adaptation', 'War film']",2005,2005-11-04,Jarhead,62658220.0,72000000.0,25,2005-11-04,4
957322,03t95n,The Scorpion King,2002-04-15,91047077.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0154j"": ""Belgium"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",['English Language'],"['United States of America', 'Belgium', 'Germany']","['Thriller', 'Fantasy Adventure', 'Adventure', 'Fantasy', 'Romance Film', 'Action']",2002,2002-04-15,The Scorpion King,91047077.0,60000000.0,9334,2002-04-16,1
1269138,04nssc,Street Fighter,1994-12-23,99423521.0,102.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01z4y"": ""Comedy""}","['Japanese Language', 'English Language']","['United States of America', 'Japan']","['Thriller', 'Action', 'Japanese Movies', 'Comedy']",1994,1994-12-23,Street Fighter,33423521.0,35000000.0,11667,1994-12-22,2
26541,06m2j,Repo Man,1984-02,129000.0,92.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/01z4y"": ""Comedy""}","['English Language', 'Spanish Language']",['United States of America'],"['Cult', 'Science Fiction', 'Action', 'Crime Comedy', 'Comedy']",1984,1984-02-01,Repo Man,129000.0,1500000.0,13820,1984-02-20,2
793025,03cj29,Gothika,2003-11-13,141591324.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller""}",['English Language'],['United States of America'],"['Thriller', 'Horror', 'Supernatural', 'Psychological thriller', 'Mystery', 'Crime Thriller']",2003,2003-11-13,Gothika,59694580.0,40000000.0,4970,2003-11-21,1
2482322,07h115,Hollywood Homicide,2003-06-10,30940691.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Crime Fiction', 'Buddy film', 'Action Comedy', 'Buddy cop', 'Action/Adventure', 'Comedy', 'Crime Thriller', 'Action']",2003,2003-06-10,Hollywood Homicide,30940691.0,75000000.0,11375,2003-06-09,1
871130,03k9n0,Raising Helen,2004-05-28,49718611.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3n0k"": ""Domestic Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film""}",['English Language'],['United States of America'],"['Romantic comedy', 'Comedy-drama', 'Domestic Comedy', 'Drama', 'Comedy', 'Romance Film', 'Family Film']",2004,2004-05-28,Raising Helen,37486512.0,50000000.0,4599,2004-05-27,1
279813,01pnf9,Raising Arizona,1987-03-06,22847564.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",['English Language'],['United States of America'],"['Crime Fiction', 'Crime Comedy', 'Adventure', 'Cult', 'Mystery', 'Comedy', 'Black comedy', 'Domestic Comedy']",1987,1987-03-06,Raising Arizona,22847564.0,6000000.0,378,1987-03-01,1
1597877,05fgt1,Intolerable Cruelty,2003-10-10,120217409.0,100.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/06qm3"": ""Screwball comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02l7c8"": ""Romance Film""}","['French Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Screwball comedy', 'Drama', 'Comedy', 'Black comedy', 'Romance Film']",2003,2003-10-10,Intolerable Cruelty,35327628.0,60000000.0,11775,2003-09-02,2
2436406,07cwzh,48 Hrs.,1982-12-08,78868508.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Buddy film', 'Action Comedy', 'Buddy cop', 'Action/Adventure', 'Drama', 'Comedy', 'Action']",1982,1982-12-08,48 Hrs.,78868508.0,12000000.0,150,1982-12-07,1
1611072,05gjj1,A Scanner Darkly,2006-07-07,7659918.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/0hcr"": ""Animation"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/026ny"": ""Dystopia""}",['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Future noir', 'Animation', 'Drama', 'Film adaptation', 'Dystopia']",2006,2006-07-07,A Scanner Darkly,5501616.0,8700000.0,3509,2006-05-25,1
31269549,0gc_xxh,Judy Moody and the Not Bummer Summer,2011-06-10,15031650.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",['English Language'],['United States of America'],"['Family Film', 'Comedy', 'Adventure']",2011,2011-06-10,Judy Moody and the Not Bummer Summer,15013650.0,20000000.0,60062,2011-06-10,1
1401046,04zmpd,The Keep,1983-12-16,3661757.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/082gq"": ""War film"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",['English Language'],"['United States of America', 'United Kingdom']","['War film', 'Horror', 'Supernatural']",1983,1983-12-16,The Keep,4218594.0,6000000.0,26198,1983-12-16,1
6939673,0gy0kz,The Thing Called Love,1993-07-16,1029721.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",['English Language'],['United States of America'],"['Romantic comedy', 'Ensemble Film', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1993,1993-07-16,The Thing Called Love,1029721.0,14000000.0,27804,1993-07-16,1
675832,032016,Last Action Hero,1993-06-18,137298489.0,130.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Fantasy Comedy', 'Buddy film', 'Adventure', 'Action Thrillers', 'Fantasy', 'Comedy', 'Action']",1993,1993-06-18,Last Action Hero,50016394.0,85000000.0,9593,1993-06-18,1
675574,031_m3,Rat Race,2001-07-30,85498534.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/09q17"": ""Slapstick""}",['English Language'],"['United States of America', 'Canada']","['Parody', 'Adventure', 'Action/Adventure', 'Comedy', 'Action', 'Slapstick']",2001,2001-07-30,Rat Race,56618055.0,48000000.0,9896,2001-07-30,1
1305939,04rk7s,Uptown Girls,2003-08-15,44617342.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/02l7c8"": ""Romance Film"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Drama', 'Coming of age', 'Romance Film', 'Buddy film', 'Comedy']",2003,2003-08-15,Uptown Girls,37182494.0,20000000.0,14926,2003-08-15,1
724258,035w2k,Mission: Impossible,1996-05-22,457696359.0,110.0,"{""/m/064_8sq"": ""French Language"", ""/m/01wgr"": ""Czech Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}","['French Language', 'Czech Language', 'English Language']",['United States of America'],"['Thriller', 'Action/Adventure', 'Action', 'Spy']",1996,1996-05-22,Mission: Impossible,180981856.0,80000000.0,954,1996-05-22,3
355548,01ztp8,Brother Bear,2003-10-20,250397798.0,85.0,"{""/m/0322q8"": ""Inuktitut"", ""/m/02h40lc"": ""English Language"", ""/m/0k0sb"": ""Serbian language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/0hcr"": ""Animation"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film""}","['Inuktitut', 'English Language', 'Serbian language']",['United States of America'],"['Adventure', ""Children's/Family"", 'Animal Picture', 'Animation', 'Coming of age', 'Comedy', 'Drama', 'Fantasy', 'Family Film']",2003,2003-10-20,Brother Bear,85336277.0,100000000.0,10009,2003-10-23,3
145663,012jfb,Bowling for Columbine,2002-05-15,58008423.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/0hj3n07"": ""Culture & Society"", ""/m/0219x_"": ""Indie"", ""/m/03g3w"": ""History"", ""/m/0hj3n9r"": ""Law & Crime"", ""/m/0cshrf"": ""Political cinema"", ""/m/075fzd"": ""Social issues"", ""/m/0jtdp"": ""Documentary""}",['English Language'],"['United States of America', 'Canada', 'Germany']","['Culture & Society', 'Indie', 'History', 'Law & Crime', 'Political cinema', 'Social issues', 'Documentary']",2002,2002-05-15,Bowling for Columbine,21576018.0,4000000.0,1430,2002-10-09,1
1128527,048qkz,Willard,2003-03-14,8546666.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/01q03"": ""Cult""}",['English Language'],['United States of America'],"['Thriller', 'Natural horror films', 'Horror', 'Drama', 'Cult']",2003,2003-03-14,Willard,6886089.0,22000000.0,10929,2003-03-14,1
160047,025rxjq,High Fidelity,2000-03-17,47126295.0,113.0,"{""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/04rlf"": ""Music"", ""/m/02l7c8"": ""Romance Film""}","['English Language', 'Danish Language']","['United States of America', 'United Kingdom']","['Romantic comedy', 'Drama', 'Comedy', 'Film adaptation', 'Music', 'Romance Film']",2000,2000-03-17,High Fidelity,27287137.0,30000000.0,243,2000-03-17,2
2763180,0818fb,Fun with Dick and Jane,2005-12-21,110332737.0,90.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy""}","['English Language', 'Spanish Language']",['United States of America'],"['Crime Fiction', 'Comedy']",2005,2005-12-21,Fun with Dick and Jane,110332737.0,100000000.0,7552,2005-12-21,2
15365850,02x3y41,Green Zone,2010-02-26,94882549.0,115.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}","['Arabic Language', 'English Language']","['United States of America', 'Spain', 'United Kingdom', 'France']","['Thriller', 'Action/Adventure', 'Action', 'Drama', 'War film']",2010,2010-02-26,Green Zone,35053660.0,100000000.0,22972,2010-03-11,2
28814788,0b44shh,Beginners,2010-09-11,14227969.0,105.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}","['French Language', 'English Language']",['United States of America'],"['LGBT', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",2010,2010-09-11,Beginners,5790894.0,3200000.0,55347,2010-09-11,2
101523,0prrm,Jay and Silent Bob Strike Back,2001-08-22,33788161.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04228s"": ""Road movie"", ""/m/03v6qx"": ""Stoner film"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Road movie', 'Stoner film', 'Buddy film', 'Comedy']",2001,2001-08-22,Jay and Silent Bob Strike Back,30085147.0,22000000.0,2294,2001-08-22,1
226331,01g_km,Purple Rain,1984-07-27,68392977.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04t36"": ""Musical""}",['English Language'],['United States of America'],"['Romance Film', 'Drama', 'Musical']",1984,1984-07-27,Purple Rain,68392977.0,7200000.0,13763,1984-07-27,1
67411,0hqnw,Above the Law,1988-04-08,18869631.0,99.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0gw5qqq"": ""Chinese Movies""}","['English Language', 'Spanish Language']","['United States of America', 'Hong Kong']","['Thriller', 'Action/Adventure', 'Action', 'Martial Arts Film', 'Chinese Movies']",1988,1988-04-08,Above the Law,18869631.0,7500000.0,9395,1988-04-08,2
907949,02v8kmz,Bulworth,1998-05-15,29202884.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3nby"": ""Media Satire"", ""/m/09n5t_"": ""Americana"", ""/m/05mrx8"": ""Political satire"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema"", ""/m/02l7c8"": ""Romance Film"", ""/m/03mqtr"": ""Political drama""}",['English Language'],['United States of America'],"['Parody', 'Media Satire', 'Americana', 'Political satire', 'Satire', 'Drama', 'Comedy', 'Political cinema', 'Romance Film', 'Political drama']",1998,1998-05-15,Bulworth,26528185.0,30000000.0,9452,1998-05-15,1
7882235,026hfdp,Smart People,2008-01-20,11839695.0,95.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0219x_"": ""Indie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02l7c8"": ""Romance Film""}","['English Language', 'Spanish Language']",['United States of America'],"['Romantic comedy', 'Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'Romance Film']",2008,2008-01-20,Smart People,9511289.0,7000000.0,12890,2008-04-11,2
29782,07bwr,The Big Lebowski,1998-02-15,46189568.0,117.0,"{""/m/06nm1"": ""Spanish Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/03hkp"": ""Hebrew Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0219x_"": ""Indie"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03v6qx"": ""Stoner film""}","['Spanish Language', 'English Language', 'German Language', 'Hebrew Language']","['United States of America', 'United Kingdom']","['Crime Fiction', 'Buddy film', 'Indie', 'Screwball comedy', 'Cult', 'Comedy', 'Crime Comedy', 'Stoner film']",1998,1998-02-15,The Big Lebowski,17451873.0,15000000.0,115,1998-03-06,4
