Wikipedia movie ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Movie_languages_clean,Movie_countries_clean,Movie_genres_clean,Movie_release_year,Movie_release_date_datetime,movie_title,movie_revenue,budget,id,release_date,language_count
10760729,02qp7rn,The Express,2008-10-10,9808124.0,130.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01z02hx"": ""Sports"", ""/m/04xvlr"": ""Period piece"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]""}",['English Language'],"['United States of America', 'Germany']","['Sports', 'Period piece', 'Biography', 'Drama', 'Biopic [feature]']",2008,2008-10-10,The Express,9793406.0,40000000.0,14325,2008-10-10,1
159980,0153xc,Max Keeble's Big Move,2001-10-05,18634654.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3myq"": ""Children's/Family""}",['English Language'],['United States of America'],"['Family Film', 'Comedy', ""Children's/Family""]",2001,2001-10-05,Max Keeble's Big Move,17294293.0,12000000.0,34549,2001-10-05,1
673599,031t2d,Men in Black II,2002-07-03,441818803.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Science Fiction', 'Buddy film', 'Action/Adventure', 'Alien Film', 'Comedy', 'Action']",2002,2002-07-03,Men in Black II,190418803.0,140000000.0,608,2002-07-03,1
3383318,098r3v,The Foreigner,2003-01-28,34393507.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Thriller', 'Action/Adventure', 'Action']",2003,2003-01-28,The Foreigner,34393507.0,16700000.0,18248,2003-06-01,1
306812,01smnw,The Great Mouse Detective,1986-07-02,38625550.0,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/028v3"": ""Detective fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0vjs6"": ""Detective"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/02n4kr"": ""Mystery"", ""/m/04t36"": ""Musical"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",['English Language'],['United States of America'],"['Detective fiction', 'Adventure', 'Detective', ""Children's/Family"", 'Animation', 'Mystery', 'Musical', ""Children's Fantasy"", 'Family Film']",1986,1986-07-02,The Great Mouse Detective,25336794.0,14000000.0,9994,1986-07-02,1
171623,01718w,Training Day,2001-09-02,104876233.0,122.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/01jfsb"": ""Thriller""}","['Russian Language', 'English Language', 'Standard Mandarin', 'Spanish Language']","['United States of America', 'Australia']","['Crime Fiction', 'Crime Thriller', 'Drama', 'Adventure', 'Thriller']",2001,2001-09-02,Training Day,76631907.0,45000000.0,2034,2001-10-05,4
554858,02pg45,Four Rooms,1995-09-16,4257354.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],['Comedy'],1995,1995-09-16,Four Rooms,4257354.0,4000000.0,5,1995-12-09,1
27203385,0bwj49p,The Mechanic,2011-01-13,51070807.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Thriller', 'Drama']",2011,2011-01-13,The Mechanic,29121498.0,40000000.0,27582,2011-01-13,1
390867,022pf8,UHF,1989-07-21,6157157.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3nby"": ""Media Satire"", ""/m/0219x_"": ""Indie"", ""/m/01hwc6"": ""Absurdism"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Parody', 'Media Satire', 'Indie', 'Absurdism', 'Satire', 'Comedy']",1989,1989-07-21,UHF,6157157.0,5000000.0,11959,1989-07-21,1
1367501,04x4p6,Married to the Mob,1988-08-19,21486757.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",['English Language'],['United States of America'],"['Romantic comedy', 'Crime Fiction', 'Gangster Film', 'Satire', 'Comedy', 'Romance Film']",1988,1988-08-19,Married to the Mob,21486757.0,10000000.0,2321,1988-08-19,1
4130836,0bksgs,Mo' Money,1992-07-24,40227006.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Crime Comedy', 'Action/Adventure', 'Comedy', 'Action']",1992,1992-07-24,Mo' Money,40227006.0,17000000.0,12251,1992-07-24,1
3997734,0bbqyd,Little Man,2006-07-13,101589228.0,98.0,"{""/m/02s2l"": ""Estonian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}","['Estonian Language', 'English Language']","['United States of America', 'Canada']","['Crime Fiction', 'Comedy', 'Slapstick']",2006,2006-07-13,Little Man,58645052.0,64000000.0,9072,2006-08-31,2
3130501,08tdcx,Two Can Play That Game,2001-09-07,22391450.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Romantic comedy', 'Sex comedy', 'Romance Film', 'Comedy']",2001,2001-09-07,Two Can Play That Game,22235901.0,6000000.0,25462,2001-09-07,1
324616,01v_40,My Cousin Vinny,1992-03-13,64088552.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3m_k"": ""Courtroom Comedy""}",['English Language'],['United States of America'],"['Crime Fiction', 'Comedy of manners', 'Comedy', 'Courtroom Comedy']",1992,1992-03-13,My Cousin Vinny,52929168.0,11000000.0,10377,1992-03-13,1
3409175,099_dw,The Matador,2005-12-30,17297244.0,96.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland"", ""/m/0345h"": ""Germany""}","{""/m/0556j8"": ""Buddy film"", ""/m/0219x_"": ""Indie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}","['English Language', 'Spanish Language']","['United States of America', 'Ireland', 'Germany']","['Buddy film', 'Indie', 'Action/Adventure', 'Drama', 'Comedy', 'Black comedy', 'Crime Thriller', 'Action']",2005,2005-12-30,The Matador,12594698.0,10000000.0,9515,2005-05-12,2
1086550,044sv0,Deep Blue Sea,1999-07-30,165048228.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",['English Language'],"['United States of America', 'Australia']","['Thriller', 'Natural horror films', 'Science Fiction', 'Horror', 'Adventure', 'Action/Adventure', 'Action']",1999,1999-07-30,Deep Blue Sea,73648142.0,60000000.0,8914,1999-07-28,1
3745331,09yqhw,Hellraiser III: Hell on Earth,1992-09-11,12525537.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0fdjb"": ""Supernatural""}",['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Supernatural']",1992,1992-09-11,Hellraiser III: Hell on Earth,12534961.0,5000000.0,11569,1992-09-11,1
461353,02cbg0,House of Sand and Fog,2003-12-19,16942795.0,126.0,"{""/m/032f6"": ""Persian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0fx2s"": ""Tragedy"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller"", ""/m/060__y"": ""Film adaptation""}","['Persian Language', 'English Language']",['United States of America'],"['Tragedy', 'Drama', 'Psychological thriller', 'Film adaptation']",2003,2003-12-19,House of Sand and Fog,13040288.0,16500000.0,11093,2003-12-19,2
4260551,0bswf7,The Arrival,1996-05-31,14063331.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0b90_r"": ""Mexico"", ""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama""}",['English Language'],"['Mexico', 'United States of America']","['Science Fiction', 'Drama']",1996,1996-05-31,The Arrival,14063331.0,25000000.0,10547,1996-05-31,1
3434085,09c6_x,Sorority Boys,2002-03-19,12517488.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/0bbc17"": ""Gross out"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/02b5_l"": ""Teen"", ""/m/09q17"": ""Slapstick""}",['English Language'],['United States of America'],"['LGBT', 'Sex comedy', 'Gross-out film', 'Comedy', 'Gross out', 'Comedy of Errors', 'Teen', 'Slapstick']",2002,2002-03-19,Sorority Boys,10200032.0,12000000.0,6020,2002-03-22,1
1623960,05hjnw,Brokeback Mountain,2005-12-09,178062759.0,134.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/0d63kt"": ""Gay"", ""/m/0hfjk"": ""Western"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",['English Language'],['United States of America'],"['LGBT', 'Gay', 'Western', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama', 'Romance Film']",2005,2005-12-09,Brokeback Mountain,83043761.0,14000000.0,142,2005-09-02,1
4138142,0bl3nn,The League of Extraordinary Gentlemen,2003-07-11,179265204.0,110.0,"{""/m/038rz"": ""German"", ""/m/02bjrlw"": ""Italian Language"", ""/m/09y2k2"": ""Italian"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/01mjq"": ""Czech Republic"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action"", ""/m/06www"": ""Steampunk""}","['German', 'Italian Language', 'Italian', 'English Language']","['United States of America', 'Czech Republic', 'United Kingdom', 'Germany']","['Thriller', 'Science Fiction', 'Fantasy Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Action', 'Steampunk']",2003,2003-07-11,The League of Extraordinary Gentlemen,66465204.0,78000000.0,8698,2003-07-11,4
2492165,07hnbc,Rumor Has It...,2005-12-22,88933562.0,97.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}","['English Language', 'Spanish Language']","['United States of America', 'Australia', 'Germany']","['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Drama', 'Comedy']",2005,2005-12-22,Rumor Has It...,43000262.0,70000000.0,2800,2005-12-23,2
24319139,07s846j,The Social Network,2010-09-24,224920315.0,120.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/017fp"": ""Biography"", ""/m/03g3w"": ""History"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mws"": ""Biopic [feature]""}","['French Language', 'English Language']",['United States of America'],"['Biography', 'History', 'Film adaptation', 'Drama', 'Comedy', 'Biopic [feature]']",2010,2010-09-24,The Social Network,96962694.0,40000000.0,37799,2010-09-30,2
31631257,0gtsx8c,American Reunion,2012-04-04,234736898.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Romance Film', 'Comedy']",2012,2012-04-04,American Reunion,57011521.0,50000000.0,71552,2012-04-04,1
9468375,028b3bj,Private Parts,1997-03-07,41230799.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/03bxz7"": ""Biographical film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Black comedy', 'Biographical film', 'Biography', 'Drama', 'Comedy']",1997,1997-03-07,Private Parts,41230799.0,28000000.0,9403,1997-03-07,1
1419414,04__tq,Veronica Guerin,2003-07-08,9439660.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/017fp"": ""Biography"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03bxz7"": ""Biographical film""}",['English Language'],"['United States of America', 'Ireland', 'United Kingdom']","['Crime Fiction', 'Biography', 'Gangster Film', 'Drama', 'Biopic [feature]', 'Crime Thriller', 'Biographical film']",2003,2003-07-08,Veronica Guerin,1571504.0,17000000.0,10629,2003-07-11,1
1204611,04h3br,Air Bud,1997-08-01,23144499.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3myq"": ""Children's/Family""}",['English Language'],"['United States of America', 'Canada']","['Family Film', 'Animal Picture', 'Coming of age', 'Comedy', ""Children's/Family""]",1997,1997-08-01,Air Bud,23144499.0,3000000.0,20737,1997-08-01,1
1493245,055pdn,Baby's Day Out,1994-07-01,16827402.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/09q17"": ""Slapstick""}",['English Language'],['United States of America'],"['Crime Fiction', 'Adventure', ""Children's/Family"", 'Drama', 'Comedy', 'Family Film', 'Family-Oriented Adventure', 'Slapstick']",1994,1994-07-01,Baby's Day Out,16827402.0,50000000.0,11212,1994-07-01,1
2873368,0888c3,For Your Consideration,2006-11-17,5549923.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0l4h_"": ""Mockumentary"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Parody', 'Mockumentary', 'Comedy']",2006,2006-11-17,For Your Consideration,5549923.0,12000000.0,14799,2006-11-22,1
386124,02268v,Barbershop,2002-09-13,77063924.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3nyp"": ""Workplace Comedy""}",['English Language'],['United States of America'],"['Ensemble Film', 'Comedy', 'Workplace Comedy']",2002,2002-09-13,Barbershop,75782105.0,12000000.0,10611,2002-04-01,1
27888241,0ch3jlt,Hop,2011-03-30,183953723.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",['English Language'],['United States of America'],"['Family Film', 'Fantasy', 'Comedy', 'Animation']",2011,2011-03-30,Hop,108085305.0,63000000.0,50359,2011-03-30,1
3297470,0941q7,Pirates,1986-05-08,6341825.0,124.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0f8l9c"": ""France"", ""/m/07fj_"": ""Tunisia""}","{""/m/02qvnvs"": ""Swashbuckler films"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}","['French Language', 'English Language', 'Spanish Language']","['France', 'Tunisia']","['Swashbuckler films', 'Family Film', 'Comedy', 'Adventure']",1986,1986-05-08,Pirates,1641825.0,40000000.0,11483,1986-05-08,3
342741,01y9r2,Road to Perdition,2002-07-12,181001478.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/01j1n2"": ""Coming of age""}",['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Gangster Film', 'Crime Drama', 'Family Drama', 'Action/Adventure', 'Period piece', 'Drama', 'Film adaptation', 'Coming of age']",2002,2002-07-12,Road to Perdition,104454762.0,80000000.0,4147,2002-07-12,1
613518,02wm84,Win a Date with Tad Hamilton!,2004-01-23,17071962.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",2004,2004-01-23,Win a Date with Tad Hamilton!,17071962.0,17000000.0,13476,2004-01-23,1
3407587,099xt6,Highlander: Endgame,2000-09-01,15843608.0,87.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3m_6"": ""Costume Adventure"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}","['French Language', 'English Language']",['United States of America'],"['Costume Adventure', 'Fantasy Adventure', 'Fantasy', 'Adventure']",2000,2000-09-01,Highlander: Endgame,12811858.0,25000000.0,12211,2000-09-01,2
31229320,0gjd79j,Lockout,2012-02-17,28726864.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",['English Language'],"['United States of America', 'France']","['Thriller', 'Science Fiction', 'Action']",2012,2012-02-17,Lockout,14326864.0,20000000.0,81796,2012-04-12,1
2338401,074t_y,Proof of Life,2000-12-04,62761005.0,135.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/02qfv5d"": ""Political thriller"", ""/m/082gq"": ""War film"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}","['French Language', 'Italian Language', 'English Language', 'Russian Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Adventure', 'Political thriller', 'War film', 'Drama', 'Suspense', 'Crime Thriller', 'Romantic drama', 'Romance Film', 'Action']",2000,2000-12-04,Proof of Life,32598931.0,65000000.0,11983,2000-12-08,5
21015273,04p__8w,The Pebble and the Penguin,1995-04-14,3983912.0,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rt9"": ""Ireland""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/04t36"": ""Musical"", ""/m/0bj8m2"": ""Children's"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film""}",['English Language'],"['United States of America', 'Ireland']","['Adventure', 'Animation', 'Musical', ""Children's"", 'Music', 'Family Film']",1995,1995-04-14,The Pebble and the Penguin,3983912.0,28000000.0,54648,1995-04-11,1
6029546,0fldjy,The Spirit,2008-12-25,39031337.0,103.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0vjs6"": ""Detective"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06nbt"": ""Satire"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}","['French Language', 'English Language']",['United States of America'],"['Crime Fiction', 'Thriller', 'Detective', 'Superhero movie', 'Action/Adventure', 'Satire', 'Fantasy', 'Comedy', 'Action']",2008,2008-12-25,The Spirit,19806188.0,60000000.0,8285,2008-12-25,2
2675554,07x4qr,The Smurfs,2011-07-24,563749323.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy""}",['English Language'],['United States of America'],"['Adventure', 'Computer Animation', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']",2011,2011-07-24,The Smurfs,142614158.0,110000000.0,41513,2011-07-29,1
903383,03nfnx,Shrek the Third,2007-05-06,798958162.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/01z4y"": ""Comedy""}",['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Fairy tale', 'Animation', 'Fantasy', ""Children's Fantasy"", 'Family Film', 'Fantasy Comedy', 'Comedy']",2007,2007-05-06,Shrek the Third,322719944.0,160000000.0,810,2007-05-17,1
210998,01dyvs,The Matrix Revolutions,2003-10-27,427343298.0,129.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/02kdv5l"": ""Action""}","['French Language', 'English Language']","['United States of America', 'Australia']","['Thriller', 'Science Fiction', 'Adventure', 'Action/Adventure', 'Martial Arts Film', 'Action']",2003,2003-10-27,The Matrix Revolutions,139313948.0,150000000.0,605,2003-11-05,2
14536033,02pjkz7,Gamer,2009-09-03,40707998.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Action']",2009,2009-09-03,Gamer,20534907.0,50000000.0,18501,2009-09-03,1
